date,electricity_kwh,diesel_liter,natural_gas_m3,cement_ton,steel_ton,plastic_kg,production_units,operating_hours,capacity_utilization,co2_emission
2049-05-27,9425,54,456,15.85,4.91,509.77,2963,12,69.0,33097.98
2049-05-28,19385,108,649,13.1,5.84,594.38,5470,16,63.4,41175.11
2049-05-29,11823,57,577,19.7,7.88,555.97,5340,10,86.6,44237.6
2049-05-30,17389,265,572,6.82,14.78,206.39,2199,23,85.1,49207.23
2049-05-31,11032,92,303,16.35,13.07,336.27,5854,17,93.7,48914.88
2049-06-01,14846,105,793,16.69,3.27,523.76,5091,21,89.8,36146.57
2049-06-02,18536,236,249,6.68,8.45,411.58,5801,20,58.4,38475.32
2049-06-03,15043,55,793,7.67,14.55,350.19,2626,19,93.8,47939.36
2049-06-04,18159,196,230,11.87,7.11,414.88,2501,8,45.4,40303.95
2049-06-05,17540,73,488,10.49,6.84,322.86,3577,12,60.8,38042.31
2049-06-06,14715,155,506,18.09,14.38,561.04,3497,23,68.4,56960.8
2049-06-07,19805,89,280,18.78,3.78,587.48,4290,18,52.2,42151.17
2049-06-08,9944,243,731,14.78,5.41,379.07,2424,15,77.2,34090.45
2049-06-09,9325,237,738,15.29,9.85,285.12,3237,23,67.4,41802.03
2049-06-10,18172,158,612,14.54,5.31,169.13,2623,16,81.3,39496.58
2049-06-11,8686,238,356,7.01,5.38,122.68,5450,21,82.2,24653.13
2049-06-12,13588,197,481,13.51,13.13,487.97,5977,9,92.1,49523.93
2049-06-13,19015,175,315,14.19,3.85,398.58,5549,8,92.4,37292.88
2049-06-14,14972,270,212,15.31,9.74,169.1,5335,23,43.8,45042.19
2049-06-15,17892,94,652,19.19,3.93,186.49,5056,15,88.2,40946.09
2049-06-16,11250,192,517,18.79,9.49,135.9,3468,23,48.8,44988.74
2049-06-17,15476,127,577,16.11,9.16,129.49,3367,10,77.2,45395.84
2049-06-18,19459,264,314,11.69,8.12,408.03,2593,17,75.9,43310.91
2049-06-19,11568,75,512,17.91,5.88,299.37,3967,22,43.0,38095.23
2049-06-20,14132,196,200,10.0,7.97,419.26,3088,22,92.2,36819.75
2049-06-21,13054,70,353,8.54,5.0,498.98,3634,8,94.0,29464.33
2049-06-22,10462,282,598,13.15,12.54,406.48,4764,13,53.0,45795.26
2049-06-23,14905,133,300,7.51,4.81,443.66,4658,20,58.0,29626.31
2049-06-24,11696,172,343,19.99,9.04,562.32,2715,13,93.7,46311.57
2049-06-25,11641,280,619,9.54,7.46,580.13,4108,21,65.3,34839.88
2049-06-26,14104,187,503,8.35,4.47,276.76,5105,16,79.2,29209.31
2049-06-27,18942,199,679,17.96,6.14,561.37,3881,15,72.9,45893.38
2049-06-28,8363,267,606,8.77,7.26,342.21,3290,16,73.2,30442.76
2049-06-29,17361,256,264,11.26,9.53,377.46,5515,16,42.7,43571.91
2049-06-30,8130,254,633,15.58,10.9,456.99,4425,15,83.8,43237.57
2049-07-01,16460,124,429,13.64,14.63,420.9,2772,22,59.1,54260.5
2049-07-02,18639,78,218,12.06,6.09,555.77,4335,21,65.9,39092.33
2049-07-03,15909,118,616,10.64,13.24,498.72,5715,8,44.5,49141.05
2049-07-04,12793,122,227,5.94,5.43,405.28,5629,14,81.8,27343.99
2049-07-05,16748,267,506,18.18,13.95,508.97,5492,20,67.0,58060.31
2049-07-06,9944,69,285,12.96,7.32,514.54,5988,9,45.9,34984.69
2049-07-07,8910,297,262,7.32,7.52,540.83,4795,14,52.4,29966.69
2049-07-08,17215,166,432,11.71,5.38,151.23,2505,18,42.6,35921.95
2049-07-09,11838,155,343,6.42,10.73,209.11,2486,14,91.6,36334.27
2049-07-10,8678,239,646,12.86,5.87,378.19,2017,11,68.3,31985.0
2049-07-11,9598,117,600,19.61,3.67,162.15,3958,18,67.2,33939.18
2049-07-12,18385,88,291,7.35,3.02,208.56,4632,14,83.4,28411.96
2049-07-13,8983,134,537,15.74,5.07,483.54,2246,11,66.5,33203.58
2049-07-14,8713,130,412,17.8,9.35,330.53,4736,23,72.2,41913.09
2049-07-15,18284,51,513,11.0,4.35,244.85,3495,18,89.1,34427.28
2049-07-16,19011,220,436,8.89,3.8,253.57,5924,20,97.1,32405.79
2049-07-17,11989,227,653,7.2,7.23,192.09,3424,16,50.5,31578.31
2049-07-18,11662,75,608,19.95,8.34,429.3,4668,19,91.0,44937.5
2049-07-19,11169,205,571,17.55,14.41,434.15,3040,12,90.5,53536.79
2049-07-20,15017,150,437,10.37,5.67,491.12,4641,9,43.7,34269.1
2049-07-21,8808,278,697,5.35,11.46,212.34,3906,10,73.8,35161.53
2049-07-22,18702,193,365,12.91,6.77,350.23,3110,16,82.9,41147.07
2049-07-23,13764,266,503,5.27,4.24,237.3,3994,21,75.6,25830.33
2049-07-24,16639,246,290,15.49,13.91,167.76,2071,14,57.7,54154.79
2049-07-25,11864,176,398,8.17,13.65,489.22,2370,16,54.9,44035.0
2049-07-26,10595,251,615,9.75,9.31,545.19,5991,12,93.5,37325.75
2049-07-27,14428,94,708,9.67,11.07,482.61,4897,14,90.8,43227.55
2049-07-28,10401,178,381,8.09,3.12,576.1,3563,14,86.5,24010.7
2049-07-29,19428,108,243,10.89,14.87,278.04,3692,9,58.2,53898.24
2049-07-30,17182,112,731,16.67,3.81,381.55,4271,14,93.1,38550.18
2049-07-31,11626,98,562,6.24,10.67,348.99,2345,11,97.2,36513.54
2049-08-01,14636,160,438,19.64,5.52,380.53,3469,18,92.1,41770.97
2049-08-02,17192,66,224,15.19,7.67,580.15,5540,10,41.7,43604.98
2049-08-03,13840,252,715,11.91,9.37,510.81,3460,10,89.8,42149.67
2049-08-04,13688,128,499,17.82,10.86,179.97,3291,23,95.9,48510.8
2049-08-05,10478,219,421,9.94,12.17,179.59,2572,22,48.2,41195.29
2049-08-06,14740,71,652,16.53,6.41,480.43,5868,9,46.8,41108.49
2049-08-07,9428,89,229,16.43,6.63,218.13,3283,19,84.3,35632.5
2049-08-08,17528,170,441,16.64,3.67,149.52,4979,22,49.8,37556.21
2049-08-09,8729,252,350,5.68,8.39,389.29,4348,14,55.6,29601.57
2049-08-10,17680,266,351,12.92,11.42,374.34,2704,13,61.8,48898.21
2049-08-11,13784,299,761,13.19,9.16,193.73,5797,22,49.7,42282.46
2049-08-12,8288,130,580,5.53,13.85,359.88,3558,13,47.1,39008.4
2049-08-13,12033,172,230,7.13,7.3,448.9,2842,19,59.4,31383.31
2049-08-14,13344,139,713,9.84,8.91,455.72,2946,14,60.0,38648.7
2049-08-15,9395,217,545,11.11,4.94,231.67,5920,20,70.8,28709.3
2049-08-16,10575,166,497,12.17,10.09,502.1,3320,8,86.3,40373.34
2049-08-17,13429,273,228,16.28,8.8,302.19,5895,21,56.7,43319.15
2049-08-18,17387,220,328,13.29,5.41,147.91,5150,19,80.0,37463.14
2049-08-19,14984,197,316,10.92,3.74,499.52,5972,21,57.7,31155.81
2049-08-20,17312,271,747,10.45,9.91,152.09,5482,12,97.3,43868.66
2049-08-21,17684,220,554,6.26,11.26,189.45,3166,23,64.1,42446.18
2049-08-22,17142,83,260,7.58,12.93,326.64,3254,16,87.8,45646.59
2049-08-23,8775,83,389,15.92,8.42,193.78,2712,22,57.4,38104.29
2049-08-24,19341,236,636,8.97,8.64,246.89,2096,12,63.6,41857.02
2049-08-25,19910,145,593,15.21,7.86,201.82,2649,11,40.1,46134.55
2049-08-26,8412,271,230,19.56,11.96,247.69,4832,9,77.5,47721.5
2049-08-27,17764,272,545,18.59,4.26,480.89,4167,17,81.1,41827.55
2049-08-28,12690,77,287,14.51,4.91,460.05,5818,17,45.2,34169.24
2049-08-29,16589,297,557,11.57,4.57,423.06,3288,18,96.8,35055.45
2049-08-30,18071,80,332,19.06,13.05,563.64,3318,23,52.9,57689.83
2049-08-31,13579,260,758,14.97,13.87,473.24,3870,13,44.7,52788.12
2049-09-01,11343,72,307,14.36,9.51,231.34,3771,12,55.4,40677.23
2049-09-02,10162,187,784,17.5,12.5,515.49,3012,13,82.7,49791.99
2049-09-03,13839,89,445,6.88,13.44,381.47,5417,22,48.5,43734.81
2049-09-04,9850,167,573,17.77,12.23,130.81,4976,20,71.1,47879.62
2049-09-05,17886,101,377,12.25,4.51,552.61,3574,8,74.9,36149.95
2049-09-06,8166,91,561,16.82,10.08,175.42,2858,17,75.6,41684.26
2049-09-07,17880,65,384,15.38,13.89,199.41,2940,18,75.2,54884.33
2049-09-08,14130,141,626,18.88,3.75,599.6,2969,10,62.5,38341.59
2049-09-09,8787,107,567,16.49,4.86,526.16,4289,11,88.5,33441.46
2049-09-10,16951,103,727,12.02,8.94,545.62,4006,17,46.8,43800.62
2049-09-11,18898,257,455,5.24,14.11,513.7,3032,23,59.3,48349.91
2049-09-12,17203,278,388,16.61,6.74,410.31,2010,8,45.1,43597.42
2049-09-13,11213,56,322,6.07,5.38,409.43,5005,14,45.2,26109.91
2049-09-14,17672,242,302,13.12,13.11,206.8,3376,15,91.3,51550.74
2049-09-15,13341,122,743,13.25,7.61,474.29,5990,16,83.5,39443.33
2049-09-16,12743,285,255,11.48,14.77,109.56,2163,9,45.8,48788.46
2049-09-17,18247,149,346,15.51,11.14,413.94,4868,20,53.9,51013.77
2049-09-18,16486,298,620,16.58,13.52,249.24,3627,21,88.9,55275.24
2049-09-19,14810,115,300,11.66,9.45,154.19,2870,14,98.6,40863.71
2049-09-20,9697,234,567,7.32,9.93,244.55,4850,16,76.2,34648.73
2049-09-21,12356,205,718,18.49,4.53,470.94,5813,10,45.6,37945.16
2049-09-22,16408,112,729,8.59,11.53,314.69,5903,21,82.1,44378.75
2049-09-23,18857,168,489,12.62,10.79,351.17,5366,22,49.4,48442.42
2049-09-24,12290,59,536,16.36,11.01,577.58,5275,9,56.2,47211.89
2049-09-25,13042,86,591,12.54,13.33,178.75,4147,13,83.2,47747.74
2049-09-26,14208,227,346,17.56,3.13,467.61,5485,12,90.7,35432.15
2049-09-27,18860,154,408,17.69,7.07,547.08,4919,16,99.0,46599.86
2049-09-28,17453,139,565,14.68,14.86,159.53,4060,19,43.3,56068.33
2049-09-29,9288,198,307,8.84,9.39,221.82,2916,20,91.6,34070.16
2049-09-30,14358,249,477,8.8,7.95,464.78,3236,10,57.4,36652.16
2049-10-01,9368,82,714,11.0,10.45,125.74,2499,9,59.0,38253.63
2049-10-02,19999,95,717,6.45,5.67,227.88,2793,22,46.1,34567.25
2049-10-03,19477,156,300,6.59,9.65,241.5,5100,12,42.0,40815.64
2049-10-04,13214,107,341,16.18,5.93,451.19,4251,23,72.6,38104.08
2049-10-05,9515,146,381,13.92,8.76,502.61,3676,20,52.8,38415.21
2049-10-06,11162,299,427,8.14,5.72,347.26,4342,15,71.7,29145.94
2049-10-07,11614,120,672,12.38,6.43,246.28,3505,19,46.8,34401.09
2049-10-08,11609,121,370,13.22,11.19,399.63,4802,18,94.2,43545.11
2049-10-09,12139,125,742,5.36,13.75,367.84,2710,14,65.4,42136.44
2049-10-10,8665,233,582,9.32,6.56,421.94,4721,9,63.8,29997.24
2049-10-11,17051,94,633,19.89,14.25,482.08,2529,17,42.1,60152.38
2049-10-12,16410,112,665,12.59,3.41,157.71,4810,11,97.7,32839.64
2049-10-13,15296,295,209,14.8,5.23,517.45,2348,10,61.1,37649.34
2049-10-14,12149,112,245,16.62,3.85,313.38,2956,18,89.0,33351.92
2049-10-15,10059,123,749,16.85,4.92,559.96,4526,19,90.6,35368.82
2049-10-16,14357,286,220,15.27,13.39,485.43,4934,10,56.4,51917.1
2049-10-17,16298,208,716,6.0,14.44,389.24,5777,9,73.4,47566.06
2049-10-18,11189,182,357,8.79,10.23,135.18,3283,13,70.1,36925.67
2049-10-19,15831,147,335,7.82,14.54,548.31,3877,22,44.7,48544.38
2049-10-20,13323,183,546,7.34,9.63,582.21,3528,20,92.4,37773.94
2049-10-21,12269,160,316,12.04,14.71,223.64,5986,18,44.8,48903.23
2049-10-22,17340,118,457,15.49,8.19,249.5,5114,20,48.4,44677.97
2049-10-23,15453,248,600,19.7,12.85,133.2,3432,21,97.5,55579.42
2049-10-24,15080,200,313,6.91,4.37,569.05,4408,20,79.8,28927.04
2049-10-25,8773,88,716,8.47,4.68,486.75,2014,19,82.9,26010.58
2049-10-26,17228,112,511,10.41,11.29,477.77,4472,17,87.3,46246.35
2049-10-27,9611,257,797,5.96,8.13,316.32,3255,23,62.7,30773.88
2049-10-28,16898,74,282,6.89,12.26,286.14,5310,10,51.9,43553.11
2049-10-29,11380,278,731,18.83,8.28,304.54,2837,19,80.2,43975.13
2049-10-30,16815,220,604,9.33,9.76,592.35,5734,10,47.7,42880.73
2049-10-31,8344,213,721,17.9,13.94,559.1,5025,8,91.6,51315.67
2049-11-01,12343,102,604,10.62,3.17,192.14,5878,21,44.7,27250.75
2049-11-02,15580,281,487,15.65,7.88,134.38,2051,16,69.6,42963.76
2049-11-03,17178,157,412,13.27,12.82,485.85,3346,21,83.8,51458.64
2049-11-04,12816,72,540,11.73,4.05,183.11,5693,9,72.5,30001.84
2049-11-05,18451,84,581,10.62,13.3,428.59,3788,20,78.3,50999.31
2049-11-06,9010,215,737,17.14,6.07,442.4,2917,20,79.2,36747.01
2049-11-07,14616,52,302,16.33,3.02,312.6,4033,11,60.4,33603.64
2049-11-08,14772,115,645,18.88,7.19,415.07,4999,18,99.8,44570.97
2049-11-09,12512,115,584,6.27,4.18,355.9,3196,15,44.4,25692.0
2049-11-10,8299,89,756,9.88,12.48,536.27,4551,23,53.4,41140.27
2049-11-11,17139,225,361,10.77,11.32,369.35,5255,13,47.4,46252.38
2049-11-12,18671,165,643,5.43,4.68,477.95,3868,14,78.6,31420.9
2049-11-13,9132,299,774,13.63,3.8,231.72,2651,18,61.7,29332.47
2049-11-14,15835,232,286,13.68,8.9,392.27,3785,22,96.9,43365.26
2049-11-15,12171,160,658,8.62,13.56,135.94,3479,15,67.8,44098.37
2049-11-16,14472,201,524,13.39,14.91,410.83,5508,23,87.4,53236.84
2049-11-17,17687,83,337,6.68,10.16,176.1,4585,11,83.4,40083.38
2049-11-18,18838,275,278,18.5,6.37,482.67,2405,8,71.4,45939.84
2049-11-19,13326,89,487,6.12,6.54,491.31,5446,11,79.0,30571.97
2049-11-20,8997,278,483,10.93,8.17,385.56,4749,12,92.2,34440.33
2049-11-21,16497,262,647,19.17,6.38,222.11,2201,8,83.5,44659.85
2049-11-22,9843,283,711,17.78,5.84,539.48,4798,18,44.4,37942.51
2049-11-23,16094,248,665,19.94,13.42,547.48,5320,9,56.3,58504.6
2049-11-24,17665,140,496,19.51,8.09,507.21,4732,21,42.1,49141.17
2049-11-25,19143,274,714,17.82,5.42,232.27,4386,12,86.4,44058.78
2049-11-26,19935,55,399,6.19,7.41,290.3,2255,13,64.9,36863.76
2049-11-27,14622,85,537,9.33,4.22,104.57,3457,13,97.0,29448.33
2049-11-28,17936,143,638,14.21,12.78,581.88,2222,23,95.4,53505.59
2049-11-29,15167,132,471,10.48,4.08,281.05,4638,15,60.3,31115.3
2049-11-30,11668,173,626,7.77,14.24,219.18,3072,10,59.5,44328.84
2049-12-01,11348,203,792,17.86,6.98,461.98,2364,23,93.2,41059.04
2049-12-02,11515,180,206,16.86,11.54,497.82,3739,15,73.4,47432.16
2049-12-03,10786,74,421,12.3,9.11,523.5,3561,15,72.1,38595.97
2049-12-04,14082,253,686,5.24,10.0,168.49,2844,22,54.8,36566.08
2049-12-05,11629,181,573,5.88,9.45,172.44,5410,10,78.0,33772.72
2049-12-06,19016,234,383,11.81,12.27,566.84,5550,18,69.6,50989.67
2049-12-07,9062,83,450,14.86,4.85,503.31,4749,23,70.0,31835.37
2049-12-08,12850,205,569,13.2,7.16,317.06,4097,20,90.7,37651.68
2049-12-09,17490,265,491,11.1,13.84,449.22,5854,21,62.7,51916.08
2049-12-10,8607,273,234,8.15,8.22,139.76,4839,13,89.5,30621.86
2049-12-11,19531,118,603,9.07,3.69,491.93,3320,19,52.4,33459.9
2049-12-12,12424,146,647,17.89,10.49,411.7,4450,19,60.8,47766.46
2049-12-13,10757,219,692,13.59,12.92,251.14,3634,21,61.6,46748.31
2049-12-14,14265,145,567,5.24,11.58,588.53,2235,16,41.0,40151.17
2049-12-15,15960,155,530,5.11,5.69,152.01,3198,16,40.1,29669.9
2049-12-16,18642,89,777,15.27,7.93,427.55,4770,9,59.4,46057.3
2049-12-17,11153,262,396,8.02,7.71,502.85,5584,11,99.7,32859.91
2049-12-18,19283,144,385,10.98,9.73,137.54,5982,8,73.8,44613.75
2049-12-19,9104,76,220,10.39,3.83,470.0,2772,8,54.1,25485.46
2049-12-20,15876,269,348,12.7,8.07,286.94,4420,19,54.9,40964.88
2049-12-21,19708,223,684,14.89,6.35,160.39,2828,12,51.6,43204.44
2049-12-22,11577,148,289,13.05,10.4,409.95,5057,17,59.7,41877.02
2049-12-23,9142,168,248,6.6,13.95,455.68,2664,9,66.4,40542.91
2049-12-24,12297,167,588,18.12,3.47,426.26,4086,18,72.7,35209.59
2049-12-25,11796,241,351,19.52,12.95,535.2,5109,19,81.4,53107.74
2049-12-26,19415,111,567,8.62,7.21,202.56,4299,9,85.4,38502.54
2049-12-27,11802,215,554,5.66,11.75,421.66,3621,13,80.5,38518.88
2049-12-28,12957,243,298,7.28,12.03,337.89,4802,17,78.6,40802.07
2049-12-29,10162,254,640,13.58,12.41,146.99,4435,21,57.5,45066.11
2049-12-30,17108,109,278,11.17,12.51,367.82,5967,18,96.8,48288.0
2049-12-31,17398,255,752,13.31,3.65,363.26,5296,12,79.0,35736.73
2050-01-01,14032,200,673,18.14,5.48,540.11,4574,20,76.8,40798.43
2050-01-02,13487,103,633,12.18,6.64,346.07,5957,18,87.3,36276.38
2050-01-03,12653,130,635,17.48,3.55,100.96,3239,8,89.6,34253.01
2050-01-04,19590,257,201,7.09,14.74,364.85,5310,21,64.9,50869.89
2050-01-05,12694,185,721,15.67,6.88,256.55,5184,23,69.9,39341.96
2050-01-06,18681,200,516,19.92,5.53,387.63,5786,9,51.1,45615.11
2050-01-07,10816,146,272,9.95,5.3,486.78,2837,13,91.5,29430.51
2050-01-08,9629,169,584,7.62,4.67,599.83,3848,11,88.3,26155.96
2050-01-09,8921,269,716,18.21,3.44,480.46,4686,21,58.7,33069.94
2050-01-10,13376,195,786,11.6,13.16,308.93,3737,17,47.8,47814.7
2050-01-11,9277,152,417,5.92,11.18,447.14,4288,10,97.4,35316.49
2050-01-12,19685,177,227,18.2,6.72,436.08,3145,19,78.8,46551.33
2050-01-13,16961,102,455,11.96,6.91,403.54,5548,15,49.6,39215.67
2050-01-14,12662,274,566,16.73,9.54,314.79,3670,22,69.4,45112.12
2050-01-15,12292,210,205,14.64,11.79,245.85,2793,8,57.0,45963.31
2050-01-16,11295,163,684,7.26,8.47,499.68,4112,10,90.0,33965.97
2050-01-17,16984,293,566,6.42,4.34,197.35,3804,9,75.5,29772.54
2050-01-18,15762,64,316,14.97,13.35,287.08,5408,21,79.5,51886.26
2050-01-19,16481,193,626,19.54,6.72,406.86,4636,10,78.8,45846.32
2050-01-20,19637,115,399,17.57,10.95,111.72,5039,15,57.2,52934.34
2050-01-21,10383,228,633,10.5,12.9,336.92,4466,21,65.6,43753.88
2050-01-22,8050,214,358,6.53,3.22,184.72,2984,13,63.1,19905.99
2050-01-23,16977,88,794,7.93,3.64,365.23,3178,17,90.2,30239.29
2050-01-24,9253,284,340,19.96,13.52,149.47,3002,15,79.9,51553.22
2050-01-25,17678,185,279,18.46,13.51,255.61,4863,17,75.0,57033.42
2050-01-26,14596,244,558,6.09,12.33,438.14,4460,8,95.7,42371.15
2050-01-27,12633,198,500,12.48,6.69,515.98,2946,23,80.9,36331.2
2050-01-28,10161,274,345,7.54,11.42,128.14,5222,11,52.1,37285.85
2050-01-29,12249,274,703,6.96,7.93,147.51,5705,8,70.7,32920.37
2050-01-30,13860,252,796,14.69,9.19,220.57,2765,17,61.7,43775.19
2050-01-31,12665,119,519,7.88,12.81,265.47,5926,18,51.7,42459.06
2050-02-01,16510,177,240,13.56,8.58,109.01,5528,15,80.5,42316.62
2050-02-02,9252,290,670,6.37,11.29,362.28,4093,21,64.8,36489.66
2050-02-03,16802,248,300,7.09,12.25,153.93,4876,8,80.0,43729.03
2050-02-04,10295,296,462,17.84,10.75,229.06,2617,10,48.8,45980.15
2050-02-05,15119,105,335,6.91,4.45,434.05,4493,20,80.7,28587.95
2050-02-06,18216,238,756,16.96,4.82,405.08,2143,9,91.7,41867.43
2050-02-07,13133,258,220,14.56,13.94,545.76,5943,9,89.8,51352.99
2050-02-08,8914,208,286,10.26,11.14,399.8,4077,14,85.8,38619.01
2050-02-09,10325,182,656,10.89,4.4,180.6,4531,16,88.7,28306.52
2050-02-10,8026,216,538,10.05,10.17,333.84,4416,13,86.3,36288.99
2050-02-11,18252,162,767,18.6,8.34,313.64,3828,11,45.6,49342.77
2050-02-12,9627,254,747,7.36,13.53,598.64,4921,8,89.3,42371.38
2050-02-13,17846,173,781,11.43,9.79,373.61,3728,15,90.8,45359.92
2050-02-14,15118,164,275,9.61,11.47,571.45,3373,10,60.2,44030.31
2050-02-15,17634,161,595,16.49,7.97,588.64,4266,13,79.9,46615.49
2050-02-16,15088,184,245,14.78,12.62,567.25,2149,15,94.5,50696.42
2050-02-17,15458,162,561,5.78,6.22,406.99,2522,22,73.1,31532.2
2050-02-18,18576,70,611,5.25,4.07,349.67,5136,14,86.9,29485.31
2050-02-19,14504,284,511,14.08,10.06,404.81,5977,19,46.0,45316.47
2050-02-20,9432,251,580,6.32,11.04,547.15,5528,18,88.1,36338.79
2050-02-21,17226,230,613,18.07,8.46,196.81,4826,16,51.8,47805.46
2050-02-22,16185,273,784,14.18,14.36,261.71,4784,9,79.3,54664.26
2050-02-23,13161,253,789,18.66,10.32,206.36,2215,9,56.4,48767.35
2050-02-24,10015,84,276,7.29,4.59,469.74,5094,8,76.2,24924.1
2050-02-25,18982,294,572,6.1,9.96,337.59,3673,10,67.8,41588.35
2050-02-26,9364,60,415,12.17,14.44,191.8,2828,23,51.8,46024.6
2050-02-27,19100,140,657,8.97,10.67,434.33,4238,9,90.0,45603.53
2050-02-28,16279,160,684,14.7,5.37,351.63,4538,8,76.7,38796.04
2050-03-01,8479,58,623,11.92,4.34,319.67,5908,17,75.7,27616.54
2050-03-02,12803,225,460,5.86,14.47,301.35,4075,16,76.6,43967.72
2050-03-03,8722,98,691,8.8,6.76,218.11,5460,8,68.5,29320.49
2050-03-04,13230,208,445,16.24,6.13,117.63,5318,9,81.8,38119.92
2050-03-05,8551,194,272,8.66,4.84,561.53,3372,15,84.5,25879.75
2050-03-06,17939,266,607,5.95,10.89,344.68,2941,14,94.2,42301.53
2050-03-07,18673,172,377,12.25,13.04,251.2,2859,14,63.3,51552.28
2050-03-08,18839,57,295,15.13,8.58,418.91,3157,20,48.6,46253.42
2050-03-09,10220,236,794,11.59,11.85,568.17,4038,8,45.2,43616.86
2050-03-10,9064,132,296,18.13,3.05,269.06,5037,9,63.5,30775.88
2050-03-11,15451,208,468,17.59,8.99,111.75,5403,12,46.4,46332.55
2050-03-12,17075,227,407,7.89,8.45,267.09,4103,9,59.4,38273.89
2050-03-13,10979,89,456,6.04,5.52,394.79,2751,15,68.0,26424.08
2050-03-14,10890,151,614,16.21,14.77,138.8,5308,8,47.4,51966.34
2050-03-15,16190,197,246,12.62,8.07,312.98,4850,16,46.2,40867.84
2050-03-16,9330,61,487,6.54,11.79,250.48,5082,22,60.9,36448.17
2050-03-17,12882,213,329,5.32,13.16,540.9,2145,16,86.6,41506.14
2050-03-18,8307,103,731,14.21,9.08,417.88,3778,19,86.4,38614.23
2050-03-19,10244,183,545,13.39,10.06,184.77,5926,16,41.3,40476.66
2050-03-20,8708,220,460,8.24,12.7,543.92,2674,20,98.4,40163.64
2050-03-21,17518,193,364,10.73,12.32,176.04,3290,10,42.8,47776.79
2050-03-22,11437,252,437,7.95,10.64,554.84,2011,14,54.7,38480.71
2050-03-23,13471,71,531,15.22,3.63,189.43,5668,21,49.4,32927.6
2050-03-24,18906,98,726,10.59,7.7,349.69,5270,20,99.6,41379.24
2050-03-25,15282,109,305,6.1,14.29,568.86,5211,20,87.1,46003.82
2050-03-26,12787,296,674,9.46,6.16,539.86,5254,17,42.1,33401.85
2050-03-27,18331,206,310,7.39,6.06,580.79,4560,23,52.7,35110.54
2050-03-28,16321,251,334,8.84,10.44,179.45,4188,10,67.5,41787.67
2050-03-29,13234,181,625,16.33,7.6,215.13,5171,10,88.5,41371.66
2050-03-30,12855,176,455,10.06,10.67,139.69,2914,10,90.6,40410.69
2050-03-31,18714,272,329,9.66,3.43,458.93,3645,12,50.8,32606.7
2050-04-01,14857,135,678,5.99,9.95,264.45,4547,13,97.2,37735.81
2050-04-02,13541,190,598,6.01,3.55,495.97,2196,18,95.0,25721.48
2050-04-03,8040,163,738,19.36,9.65,406.85,3514,13,62.8,44172.48
2050-04-04,14168,147,381,16.74,14.1,193.13,2664,22,77.6,53621.86
2050-04-05,19022,244,291,16.78,12.91,265.99,4312,22,78.5,55727.99
2050-04-06,9863,217,639,6.36,4.67,261.28,5401,19,45.5,24586.95
2050-04-07,13461,148,460,16.62,3.01,533.04,5824,17,72.8,33953.17
2050-04-08,8151,165,246,14.38,13.78,274.27,3665,21,41.2,45973.26
2050-04-09,13714,239,456,13.34,14.25,569.3,5381,12,67.4,51750.99
2050-04-10,16150,91,433,10.4,6.8,191.89,2373,23,52.2,36351.73
2050-04-11,16381,283,236,9.9,10.09,324.1,5856,21,56.7,42408.97
2050-04-12,18718,86,484,11.5,7.01,412.24,2778,17,61.2,40465.17
2050-04-13,11777,208,588,16.49,5.34,273.45,4036,12,82.1,36395.22
2050-04-14,14553,157,778,16.73,8.03,495.21,4326,18,78.8,44530.15
2050-04-15,16531,109,301,6.17,6.48,359.56,5365,15,80.6,32502.12
2050-04-16,14960,269,665,15.38,5.18,101.43,3656,23,43.7,37581.14
2050-04-17,19680,88,757,19.14,5.61,138.73,3637,20,84.5,45451.72
2050-04-18,18858,132,369,17.73,10.56,193.32,2380,16,73.2,51910.14
2050-04-19,18901,168,246,6.28,14.95,256.77,2797,17,68.5,49560.39
2050-04-20,15766,101,204,17.22,12.01,573.45,3583,8,53.6,52105.16
2050-04-21,12246,153,212,16.84,3.17,410.43,5430,11,94.0,32679.77
2050-04-22,8424,171,291,7.93,7.61,415.62,2388,15,45.0,29736.47
2050-04-23,14405,90,627,15.56,13.84,367.08,2544,18,43.3,53055.88
2050-04-24,14119,161,501,19.98,4.53,487.57,5356,23,58.4,40259.89
2050-04-25,12463,84,438,5.03,13.61,406.73,2907,14,67.9,41293.3
2050-04-26,9721,127,535,15.08,12.63,125.16,4584,15,84.8,45894.3
2050-04-27,11868,144,714,17.96,3.4,249.27,2827,9,52.8,34319.19
2050-04-28,9902,62,746,18.42,14.6,509.13,2504,20,76.8,53808.72
2050-04-29,17999,230,434,11.37,14.1,483.11,3996,9,92.8,52942.36
2050-04-30,12698,78,730,15.24,14.53,226.19,2448,21,60.5,52418.17
2050-05-01,17117,202,760,8.72,14.39,108.5,5298,19,49.0,49965.58
2050-05-02,17872,122,228,10.31,5.09,445.32,3541,15,52.1,34912.51
2050-05-03,12254,125,335,9.91,5.45,582.8,4231,13,48.8,31169.02
2050-05-04,12413,190,757,11.72,13.92,107.38,4600,19,78.7,47926.77
2050-05-05,14586,122,364,12.62,13.32,578.7,2330,16,70.6,49717.77
2050-05-06,8636,173,468,15.67,11.33,558.07,4473,13,74.0,44262.31
2050-05-07,16564,121,425,8.81,6.99,220.68,4967,22,50.0,35732.4
2050-05-08,17195,97,366,7.02,14.05,215.89,5296,12,49.5,47168.43
2050-05-09,12358,195,327,8.59,7.26,370.38,5860,17,91.7,32925.59
